Transaction_date,Product,Price,Payment_Type,Name,City,Account_Created,Last_Login,Latitude,Longitude,Description
1/21/09 14:25,Product1,1200,Visa,Tricia,Castricum,347,1/22/09 0:38,52.55,4.6666667,Cinema
1/18/09 16:50,Product1,1200,Visa,Celina,North Brunswick             ,348,1/22/09 1:17,40.4497,-74.482,Sports
1/21/09 12:08,Product2,3600,Visa,Rosemary,Jacksonville                ,349,1/22/09 6:13,30.33194,-81.65583,car insurace
1/22/09 6:41,Product1,1200,Visa,Patrick,Baytown                     ,350,1/22/09 6:54,29.73528,-94.97722,home insurance
1/12/09 9:23,Product1,1200,Mastercard,Jacob,Winter Haven                ,351,1/22/09 7:59,28.02194,-81.73306,Cinema
1/22/09 8:23,Product1,1200,Visa,elisabeth,Gonzaga Univ                ,352,1/22/09 8:14,47.65889,-117.425,Shopping Mall
1/3/09 6:41,Product2,3600,Visa,ayelet,Malmo,353,1/22/09 11:24,55.6,13,Restaurant
1/1/09 12:20,Product2,3600,Visa,seemab,San Pawl tat-Targa,354,1/22/09 12:00,35.9202778,14.4425,Cinema
1/4/09 22:00,Product2,3600,Amex,Lucien,Wiesbaden,355,1/22/09 12:21,50.0833333,8.25,Sports
1/21/09 2:15,Product1,1200,Visa,Kevin ,London,356,1/22/09 13:46,51.52721,0.14559,car insurace
1/1/09 14:22,Product1,1200,Mastercard,Liban,Stavanger,357,1/22/09 14:38,58.9666667,5.75,home insurance
1/16/09 1:07,Product2,3600,Diners,Lesley,Cork,358,1/22/09 15:06,51.8986111,-8.4958333,Cinema
1/20/09 8:51,Product1,1200,Visa,Marie,Winchester                  ,359,1/22/09 18:08,42.45222,-71.1375,Shopping Mall
1/4/09 9:02,Product1,1200,Visa,Charlene,Calgary,360,1/22/09 19:27,51.0833333,-114.0833333,Restaurant
1/6/09 8:34,Product1,1200,Visa,Orit,Dallas                      ,361,1/22/09 21:41,32.78333,-96.8,Cinema
1/8/09 4:16,Product1,1200,Visa,Alan,Malahide,362,1/23/09 2:21,53.4508333,-6.1544444,Sports
1/23/09 3:33,Product2,3600,Mastercard,Anja Langer,Saint Paul                  ,363,1/23/09 3:00,44.94444,-93.09306,car insurace
1/6/09 4:18,Product1,1200,Visa,Lina,Edinburgh,364,1/23/09 3:22,55.95,-3.2,home insurance
1/23/09 3:30,Product1,1200,Amex,Larry,Naarden,365,1/23/09 3:40,52.3,5.15,Cinema
1/10/09 4:04,Product1,1200,Visa,Jessica,Oldenburg,366,1/23/09 5:28,53.1666667,8.2,Shopping Mall
1/5/09 2:57,Product3,7500,Visa,Marion,Rennes,367,1/23/09 7:29,48.0833333,-1.6833333,Restaurant
1/21/09 14:15,Product1,1200,Amex,Eric,Ely                         ,368,1/23/09 10:35,39.2475,-114.88778,Cinema
1/21/09 6:39,Product1,1200,Amex,Miriane,Norfolk                     ,369,1/23/09 12:48,36.84667,-76.28556,Sports
1/19/09 8:14,Product1,1200,Visa,Jeff,Houston                     ,370,1/23/09 12:52,29.76306,-95.36306,car insurace
1/23/09 8:00,Product1,1200,Diners,christina,Chepel,371,1/23/09 12:59,47.4166667,19.0833333,home insurance
1/22/09 23:35,Product1,1200,Mastercard,Shannon,Buffalo Grove               ,372,1/23/09 22:05,41.98111,-89.595,Cinema
1/14/09 3:09,Product1,1200,Mastercard,Angela,Newburgh,373,1/24/09 2:12,56.3333333,-3.25,Shopping Mall
1/16/09 1:51,Product1,1200,Visa,Angela,Vienna,374,1/24/09 5:39,48.2,16.3666667,Restaurant
1/1/09 6:29,Product1,1200,Mastercard,Elaine,Vicenza,375,1/24/09 5:51,45.55,11.55,Cinema
1/21/09 7:59,Product1,1200,Visa,Helen,Mechanics Grove             ,376,1/24/09 6:01,39.89694,-76.16389,Sports
1/23/09 7:37,Product2,3600,Amex,Fatisha,Miami                       ,377,1/24/09 6:54,25.77389,-80.19389,car insurace
1/18/09 14:39,Product1,1200,Visa,Nina,Silver Spring               ,378,1/24/09 7:31,38.99056,-77.02639,home insurance
1/24/09 9:01,Product2,3600,Visa,Barbara,Kirriemuir,379,1/24/09 8:02,56.6666667,-3,Cinema
1/15/09 1:41,Product1,1200,Diners,Karen,Roquefort,380,1/24/09 8:36,43.25,5.6166667,Shopping Mall
1/17/09 7:23,Product1,1200,Visa,Georgina,Portland                    ,381,1/24/09 8:54,45.52361,-122.675,Restaurant
1/23/09 11:37,Product1,1200,Diners,Kellie,Staten Island               ,382,1/24/09 8:59,40.56472,-74.1275,Cinema
1/19/09 15:02,Product1,1200,Mastercard,Terry,San Antonio                 ,383,1/24/09 10:26,29.42389,-98.49333,Sports
1/11/09 7:10,Product2,3600,Visa,LAURIE,Guildford,384,1/24/09 14:54,51.2166667,-0.5666667,car insurace
1/10/09 3:28,Product1,1200,Visa,frauke,Horten,385,1/24/09 15:10,59.4136111,10.4669444,home insurance
1/7/09 19:03,Product2,3600,Mastercard,Cindy,Englewood                   ,386,1/24/09 19:19,39.64778,-104.98722,Cinema
1/17/09 14:02,Product1,1200,Visa,Simone,San Antonio                 ,387,1/24/09 21:29,29.42389,-98.49333,Shopping Mall
1/25/09 0:09,Product1,1200,Visa,Hilde ,Princeville                 ,388,1/25/09 0:12,22.22361,-159.48528,Restaurant
1/9/09 14:27,Product1,1200,Visa,Leah,Castleknock,389,1/25/09 0:57,53.3786111,-6.3922222,Cinema
1/9/09 14:32,Product1,1200,Visa,Laine,Castleknock,390,1/25/09 0:57,53.3786111,-6.3922222,Sports
1/11/09 15:59,Product1,1200,Visa,kirsten,Bishops Stortford,391,1/25/09 3:03,51.8666667,0.1666667,car insurace
1/6/09 14:38,Product2,3600,Mastercard,Elizabeth,Den Haag,392,1/25/09 3:13,52.0833333,4.3,home insurance
1/6/09 9:52,Product1,1200,Mastercard,Anna,Lafayette                   ,393,1/25/09 10:19,37.88583,-122.11694,Cinema
1/1/09 9:21,Product1,1200,Diners,Babs,Blackpool,394,1/25/09 10:52,53.8166667,-3.05,Shopping Mall
1/3/09 7:58,Product1,1200,Mastercard,Gerlinde,Hellerup,395,1/25/09 11:13,55.7333333,12.5833333,Restaurant
1/11/09 11:36,Product1,1200,Mastercard,Hollyn,London,396,1/25/09 11:16,51.51334,-0.08895,Cinema
1/13/09 14:53,Product1,1200,Visa,leiser,N Java                      ,397,1/25/09 11:33,42.68361,-78.33806,Sports
1/1/09 10:06,Product2,3600,Mastercard,Irene,Munich,398,1/25/09 11:37,48.15,11.5833333,car insurace
1/16/09 5:07,Product1,1200,Amex,Lisa,Brulon,399,1/25/09 11:42,47.9666667,-0.2333333,home insurance
1/6/09 16:37,Product1,1200,Visa,Ann,Austin                      ,400,1/25/09 12:17,30.26694,-97.74278,Cinema
1/18/09 17:21,Product1,1200,Mastercard,Nichol Jane,Midland Park                ,401,1/25/09 14:00,40.98917,-74.14111,Shopping Mall
1/13/09 15:18,Product1,1200,Amex,Beatriz,Centerport                  ,402,1/25/09 14:01,40.88528,-73.37667,Restaurant
1/24/09 8:21,Product1,1200,Mastercard,corina,Neustift am Walde,403,1/25/09 14:22,48.25,16.3,Cinema
1/24/09 8:25,Product1,1200,Mastercard,manon,Neustift am Walde,404,1/25/09 14:22,48.25,16.3,Sports
1/18/09 13:06,Product1,1200,Diners,Isabelle,Shorewood                   ,405,1/25/09 14:49,44.90333,-93.56611,car insurace
1/22/09 18:44,Product1,1200,Visa,Lynne,Southlake                   ,406,1/25/09 15:02,32.94111,-97.13389,home insurance
1/8/09 8:58,Product1,1200,Mastercard,Doug,Huntington                  ,407,1/25/09 17:39,40.86806,-73.42611,Cinema
1/4/09 9:54,Product1,1200,Mastercard,AMY,The Woodlands               ,408,1/25/09 18:23,30.15778,-95.48917,Shopping Mall
1/13/09 20:22,Product1,1200,Visa,Kim,Kelowna,409,1/25/09 19:25,49.9,-119.4833333,Restaurant
1/9/09 10:22,Product1,1200,Mastercard,HELIDA,White House                 ,410,1/25/09 19:35,36.47028,-86.65139,Cinema
1/5/09 12:28,Product1,1200,Visa,Cameron,Rungsted,411,1/25/09 23:22,55.8841667,12.5419444,Sports
1/26/09 3:43,Product1,1200,Mastercard,Wendy,Lake Mahopac                ,412,1/26/09 3:10,41.37222,-73.73389,car insurace
1/26/09 3:49,Product2,3600,Mastercard,Jane,Biot,413,1/26/09 3:18,43.6333333,7.1,home insurance
1/11/09 13:16,Product2,3600,Visa,shelby,Plantation                  ,414,1/26/09 3:42,26.12194,-80.14361,Cinema
1/22/09 15:32,Product1,1200,Mastercard,Tara,Killiney,415,1/26/09 4:32,53.2522222,-6.1125,Shopping Mall
1/9/09 14:25,Product1,1200,Amex,James,Guer,416,1/26/09 5:32,47.9,-2.1166667,Restaurant
1/21/09 11:28,Product1,800,Amex,Heloise ,Arlington                   ,417,1/26/09 6:23,38.89028,-77.08444,Cinema
1/1/09 14:19,Product1,1200,Mastercard,Gabriel,Three Hills,418,1/26/09 7:17,51.7,-113.2666667,Sports
1/26/09 4:30,Product1,1200,Visa,Jodie ,Great Falls,419,1/26/09 7:48,38.99806,-77.28861,car insurace
1/7/09 4:45,Product1,1200,Amex,Jeremy,London,420,1/26/09 8:01,51.52721,0.14559,home insurance
1/11/09 12:12,Product1,1200,Visa,Helga,Clontarf,421,1/26/09 10:00,53.3591667,-6.2161111,Cinema
1/26/09 10:24,Product1,1200,Visa,Eleanor,Vancouver,422,1/26/09 10:12,49.25,-123.1333333,Shopping Mall
1/26/09 8:58,Product1,1200,Diners,Miss,London,423,1/26/09 11:14,51.52721,0.14559,Restaurant
1/7/09 17:51,Product1,1200,Visa,Marie,Dickerson                   ,424,1/26/09 11:35,39.22,-77.42444,Cinema
1/18/09 20:16,Product1,1200,Mastercard,Lisa,Princeton                   ,425,1/26/09 13:07,40.34861,-74.65944,Sports
1/13/09 9:51,Product1,1200,Mastercard,Priska,Calgary,426,1/26/09 17:24,51.0833333,-114.0833333,car insurace
1/24/09 18:43,Product1,1200,Visa,Katrine,North Tustin                ,427,1/26/09 21:29,33.76444,-117.79306,home insurance
1/5/09 0:46,Product1,1200,Amex,Lisa,Gurgaon,428,1/27/09 0:17,28.4666667,77.0333333,Cinema
1/9/09 1:12,Product1,1200,Visa,Sabrina,Rambouillet,429,1/27/09 2:56,48.65,1.8333333,Shopping Mall
1/26/09 6:25,Product1,1200,Visa,prof,Gladwyne                    ,430,1/27/09 3:58,40.04056,-75.27944,Restaurant
1/21/09 16:57,Product1,1200,Mastercard,KeithMichelle,Houston                     ,431,1/27/09 4:43,29.76306,-95.36306,Cinema
1/5/09 5:33,Product1,1200,Mastercard,Kim,London,432,1/27/09 4:49,51.52721,0.14559,Sports
1/27/09 5:10,Product1,1200,Visa,anissa,Slough,433,1/27/09 4:51,51.5,-0.5833333,car insurace
1/7/09 8:00,Product1,1200,Mastercard,john,Glan-Munchweiler,434,1/27/09 6:30,49.4666667,7.4333333,home insurance
1/20/09 7:08,Product2,3600,Visa,Miye,Downingtown                 ,435,1/27/09 6:38,40.00639,-75.70361,Cinema
1/27/09 2:26,Product1,1200,Diners,Heidi,MT Pleasant                 ,436,1/27/09 6:41,33.15667,-94.96806,Shopping Mall
1/5/09 6:14,Product1,1200,Mastercard,T,Veigy-Foncenex,437,1/27/09 7:01,46.2666667,6.25,Restaurant
1/13/09 8:11,Product2,3600,Visa,Daniele,Katy                        ,438,1/27/09 7:49,29.78556,-95.82417,Cinema
1/10/09 9:18,Product1,1200,Diners,luisa,Gorey,439,1/27/09 7:51,49.2,-2.0333333,Sports
1/8/09 18:52,Product1,1200,Visa,Nadine,Belgrade                    ,440,1/27/09 9:40,45.77611,-111.17611,car insurace
1/12/09 10:06,Product1,1200,Mastercard,Tina,Calgary,441,1/27/09 14:26,51.0833333,-114.0833333,home insurance
1/1/09 19:25,Product1,1200,Diners,Damali,Toronto,442,1/27/09 14:59,43.6666667,-79.4166667,Cinema
1/27/09 15:28,Product1,1200,Visa,Katherine,Corrales                    ,443,1/27/09 15:17,35.23778,-106.60611,Shopping Mall
1/2/09 18:43,Product1,1200,Visa,Kathryn,Cork,444,1/27/09 15:43,51.8986111,-8.4958333,Restaurant
1/8/09 18:41,Product1,1200,Diners,Veronique,Tenafly                     ,445,1/27/09 18:12,40.92528,-73.96333,Cinema
1/4/09 18:34,Product1,1200,Visa,Erica,Leesburg                    ,446,1/27/09 18:37,39.11556,-77.56389,Sports
1/25/09 8:32,Product1,1200,Visa,L,Alcona,447,1/27/09 19:53,50.0666667,-91.75,car insurace
1/23/09 22:19,Product1,1200,Mastercard,Diana,Kuala Lumpur,448,1/27/09 19:54,3.1666667,101.7,home insurance
1/7/09 10:03,Product1,1200,Mastercard,Emma,Sydney,449,1/27/09 20:18,-33.8833333,151.2166667,Cinema
1/18/09 3:46,Product1,1200,Visa,Marina,Nerang,450,1/27/09 23:52,-27.9833333,153.3333333,Shopping Mall
1/28/09 0:40,Product1,1200,Mastercard,Natalie ,Bryceville                  ,451,1/28/09 0:01,30.38444,-81.93889,Restaurant
1/2/09 15:18,Product1,1200,Diners,Brenda,Saffron Walden,452,1/28/09 1:26,52.0166667,0.25,Cinema
1/18/09 13:59,Product1,1200,Diners,Nita,Sutton,453,1/28/09 4:07,53.3905556,-6.1216667,Sports
1/16/09 9:54,Product1,1200,Mastercard,Marian,Durban,454,1/28/09 6:26,-29.85,31.0166667,car insurace
1/28/09 7:07,Product1,1200,Visa,Kevin,Berkeswell,455,1/28/09 7:18,52.4,-1.6333333,home insurance
1/28/09 7:31,Product1,1200,Visa,cari,Dryden                      ,456,1/28/09 7:34,36.7775,-82.94167,Cinema
1/18/09 12:32,Product1,1200,Visa,Cassandra,Santry,457,1/28/09 7:41,53.3986111,-6.2597222,Shopping Mall
1/13/09 14:05,Product1,1200,Amex,Christof and Heidi,Barcelona,458,1/28/09 7:45,41.3833333,2.1833333,Restaurant
1/28/09 7:49,Product1,1200,Visa,Ina,Fayetteville                ,459,1/28/09 7:47,35.0525,-78.87861,Cinema
1/28/09 3:07,Product1,1200,Visa,Lisa,Anse Comeau,460,1/28/09 8:08,49.2166667,-68.15,Sports
1/12/09 15:16,Product1,1200,Visa,Camille and Carmen,Thorlakshofn,461,1/28/09 8:44,63.85,-21.3666667,car insurace
1/6/09 11:17,Product2,3600,Visa,Trina,Overland                    ,462,1/28/09 9:23,38.98222,-94.67056,home insurance
1/23/09 9:49,Product1,1200,Visa,Ginger,King City,463,1/28/09 9:43,43.9333333,-79.5333333,Cinema
1/24/09 4:01,Product1,1200,Visa,breon,Leighton Buzzard,464,1/28/09 10:12,51.9166667,-0.65,Shopping Mall
1/25/09 18:21,Product1,1200,Visa,Marion,Umea,465,1/28/09 10:19,63.8333333,20.25,Restaurant
1/15/09 10:51,Product1,1200,Mastercard,Pia ,Sola,466,1/28/09 10:39,58.8833333,5.6,Cinema
1/2/09 5:14,Product1,1200,Visa,Dr. Donald,Stockton-on-Tees,467,1/28/09 11:07,54.5833333,-1.4166667,Sports
1/9/09 10:35,Product2,3600,Visa,Jenna and Paul,Senatobia                   ,468,1/28/09 11:08,34.6175,-89.96861,car insurace
1/4/09 10:16,Product1,1200,Mastercard,Rebecca,Berlin,469,1/28/09 11:09,52.5166667,13.4,home insurance
1/2/09 12:16,Product1,1200,Mastercard,Monique,Waldorf                     ,470,1/28/09 12:07,38.62444,-76.93944,Cinema
1/28/09 12:31,Product1,1200,Diners,lilia ,Brooklyn                    ,471,1/28/09 12:30,40.65,-73.95,Shopping Mall
1/14/09 12:07,Product1,1200,Mastercard,Lainey,Lakeville                   ,472,1/28/09 12:37,44.64972,-93.2425,Restaurant
1/16/09 7:20,Product2,3600,Mastercard,Jag,Saint-Cergues,473,1/28/09 12:43,46.2333333,6.3166667,Cinema
1/6/09 9:55,Product1,1200,Mastercard,Charlene ,Vancouver,474,1/28/09 13:17,49.25,-123.1333333,Sports
1/7/09 12:55,Product1,1200,Amex,Fiona,Stamford                    ,475,1/28/09 13:24,41.05333,-73.53917,car insurace
1/19/09 12:14,Product1,1200,Mastercard,burt,Rathfarnham,476,1/28/09 13:28,53.3005556,-6.2827778,home insurance
1/13/09 15:19,Product2,3600,Visa,Maggie,Paris,477,1/28/09 14:11,48.8666667,2.3333333,Cinema
1/18/09 8:56,Product1,1200,Mastercard,Stanford,Howell                      ,478,1/28/09 14:37,42.60722,-83.92944,Shopping Mall
1/4/09 17:54,Product1,1200,Amex,ruth,Encinitas                   ,479,1/28/09 15:13,33.03694,-117.29111,Restaurant
1/5/09 13:46,Product1,1200,Visa,Courtney,Atchison                    ,480,1/28/09 17:10,39.56306,-95.12139,Cinema
1/5/09 10:49,Product2,3600,Amex,Courtney,Mililani                    ,481,1/28/09 18:13,21.42556,-157.96083,Sports
1/12/09 18:24,Product1,1200,Diners,Anthony,Victor                      ,482,1/28/09 18:19,42.9825,-77.40917,car insurace
1/18/09 4:01,Product1,1200,Visa,Eleanor,Fairbanks                   ,483,1/28/09 23:56,64.83778,-147.71639,home insurance
1/16/09 10:58,Product1,1200,Visa,GAIA,Soro,484,1/29/09 3:16,55.4333333,11.5666667,Cinema
1/13/09 8:20,Product1,1200,Mastercard,Zane,Warlingham,485,1/29/09 3:25,51.3,-0.05,Shopping Mall
1/12/09 1:42,Product1,1200,Mastercard,Beate,Hamburg,486,1/29/09 4:33,53.55,10,Restaurant
1/28/09 13:07,Product1,1200,Amex,BALA,Accokeek                    ,487,1/29/09 4:40,38.6675,-77.02861,Cinema
1/29/09 5:43,Product1,1200,Visa,Mrs,Sunnyvale                   ,488,1/29/09 5:18,37.36889,-122.03528,Sports
1/29/09 5:30,Product1,1200,Diners,Vanessa,Ithaca                      ,489,1/29/09 6:56,42.44056,-76.49694,car insurace
1/13/09 18:08,Product1,1200,Amex,Amanda,Houston                     ,490,1/29/09 7:34,29.76306,-95.36306,home insurance
1/9/09 15:24,Product1,1200,Mastercard,alex ,Farmingtn Hls               ,491,1/29/09 8:05,42.46444,-83.37639,Cinema
1/23/09 15:33,Product1,1200,Mastercard,T,Brooklyn                    ,492,1/29/09 11:02,40.65,-73.95,Shopping Mall
1/29/09 12:28,Product1,1200,Mastercard,Alva and Martin,Great Falls                 ,493,1/29/09 12:31,38.99806,-77.28861,Restaurant
1/13/09 11:31,Product1,1200,Visa,Anett,Gosport,494,1/29/09 12:48,50.8,-1.1333333,Cinema
1/29/09 10:09,Product2,3600,Mastercard,Jacqui,Scottsdale                  ,495,1/29/09 12:58,33.50917,-111.89833,Sports
1/29/09 15:08,Product1,1200,Visa,KERRY,Sunnyvale                   ,496,1/29/09 14:04,37.36889,-122.03528,car insurace
1/4/09 5:12,Product1,1200,Visa,DeeDee,Songnae-dong,497,1/29/09 16:41,37.5333333,127.1166667,home insurance
1/22/09 22:16,Product2,3600,Mastercard,leanne,Clyde Hill                  ,498,1/29/09 16:51,47.61056,-122.19944,Cinema
1/5/09 19:26,Product1,1200,Visa,katie,Ruschlikon,499,1/30/09 1:06,47.3,8.55,Shopping Mall
1/11/09 12:22,Product1,1200,Visa,Marina,Minneapolis                 ,500,1/30/09 2:10,44.98,-93.26361,Restaurant
1/2/09 9:31,Product1,1200,Visa,camilla,Chicago                     ,501,1/30/09 5:35,41.85,-87.65,Cinema
1/5/09 11:21,Product1,1200,Visa,pirunkit,Petworth,502,1/30/09 5:54,50.9833333,-0.6,Sports
1/17/09 9:49,Product1,1200,Diners,Kathrin,Abu Dhabi,503,1/30/09 8:45,24.4666667,54.3666667,car insurace
1/28/09 1:38,Product1,1200,Mastercard,Kate,Stockholm,504,1/30/09 9:18,59.3333333,18.05,home insurance
1/19/09 10:32,Product1,1200,Mastercard,Maie,Queen Creek                 ,505,1/30/09 10:41,33.24861,-111.63361,Cinema
1/26/09 12:05,Product1,1250,Mastercard,verena,Queen Creek                 ,506,1/30/09 10:41,33.24861,-111.63361,Shopping Mall
1/7/09 18:53,Product1,1200,Visa,Marie-Christine,Durham                      ,507,1/30/09 10:46,35.99389,-78.89889,Restaurant
1/26/09 11:38,Product1,1200,Mastercard,Gabriella,Austin                      ,508,1/30/09 13:15,30.26694,-97.74278,Cinema
1/8/09 13:19,Product1,1200,Mastercard,valerie et nicolas,Glenn Dale                  ,509,1/30/09 17:40,38.9875,-76.82083,Sports
1/11/09 14:56,Product1,1200,Visa,Nicole,Aardal,510,1/31/09 4:21,61.55,6.35,car insurace
1/30/09 20:36,Product1,1200,Visa,Renee,Edinburg                    ,511,1/31/09 4:47,26.30139,-98.16306,home insurance
1/1/09 8:09,Product1,1200,Mastercard,Nicole,South Melbourne,512,1/31/09 5:40,-37.8333333,144.9666667,Cinema
1/17/09 11:09,Product1,1200,Mastercard,Joachim,Fortaleza,513,1/31/09 6:42,-3.7166667,-38.5,Shopping Mall
1/31/09 7:22,Product1,1200,Visa,Monica ,Weston                      ,514,1/31/09 6:43,41.20083,-73.38111,Restaurant
1/31/09 9:12,Product1,1200,Visa,Nanci,Reading,515,1/31/09 9:08,51.4333333,-1,Cinema
1/31/09 8:56,Product1,1200,Mastercard,Laura,Coconut Grove               ,516,1/31/09 9:22,25.71222,-80.25722,Sports
1/31/09 9:00,Product1,1200,Visa,ciara and mike,London,517,1/31/09 10:07,51.51334,-0.08895,car insurace
1/11/09 14:07,Product1,1200,Visa,Sarah,San Francisco               ,518,1/31/09 10:20,37.775,-122.41833,home insurance
1/1/09 12:25,Product2,3600,Mastercard,Anne-line,Zug,519,1/31/09 10:58,47.1666667,8.5166667,Cinema
1/31/09 11:14,Product2,3600,Mastercard,Ulrika,Scottsdale                  ,520,1/31/09 11:10,33.50917,-111.89833,Shopping Mall
1/2/09 9:57,Product1,1200,Amex,leigh,Potomac Falls               ,521,1/31/09 11:24,39.05,-77.40111,Restaurant
1/4/09 13:20,Product1,1200,Mastercard,Nuria,Superior                    ,522,1/31/09 13:17,39.97778,-105.13139,Cinema
1/22/09 12:32,Product1,1200,Mastercard,Tejal,London,523,1/31/09 14:43,51.52721,0.14559,Sports
1/18/09 6:09,Product1,1200,Mastercard,Ignacio,Engleside                   ,524,1/31/09 15:33,38.80472,-77.04722,car insurace
1/8/09 0:04,Product1,1200,Visa,ZOE,New Plymouth City,525,1/31/09 17:47,-39.0666667,174.0833333,home insurance
1/24/09 7:14,Product1,1200,Mastercard,nihan,Roanoke                     ,526,1/31/09 19:18,37.20556,-80.03778,Cinema
1/24/09 11:05,Product1,1200,Visa,alan,Norcross                    ,527,1/31/09 19:31,33.94111,-84.21361,Shopping Mall
1/6/09 15:12,Product1,1200,Amex,lydia,Sandy Plains                ,528,1/31/09 20:48,34.02306,-84.36167,Restaurant
1/24/09 17:06,Product1,1200,Visa,Tracey,Saint Catharines,529,1/31/09 21:10,43.1666667,-79.2333333,Cinema
1/3/09 9:58,Product1,1200,Visa,Anja,Gainesville                 ,530,1/31/09 22:19,38.79556,-77.61417,Sports
1/9/09 16:35,Product1,1200,Diners,Jennifer,Nordstrand,531,2/1/09 4:18,59.8608333,10.7905556,car insurace
1/12/09 14:50,Product1,1200,Visa,Holly,Arlington                   ,532,2/1/09 7:36,42.41528,-71.15694,home insurance
1/7/09 13:49,Product1,1200,Diners,megan,West Hills                  ,533,2/1/09 8:20,34.20111,-118.59722,Cinema
1/9/09 19:41,Product1,1200,Mastercard,Tarah,San Jose                    ,534,2/1/09 9:18,37.33944,-121.89389,Shopping Mall
1/26/09 4:53,Product1,1200,Visa,Gerardo,London,535,2/1/09 9:48,51.52721,0.14559,Restaurant
1/23/09 21:41,Product1,1200,Visa,Joanne,Oak Park                    ,536,2/1/09 9:51,42.45944,-83.18278,Cinema
1/6/09 16:07,Product1,1200,Visa,Margaret,Terrell Hills               ,537,2/1/09 10:06,29.42389,-98.49333,Sports
1/10/09 7:55,Product1,1200,Visa,Laura,Jumeira,538,2/1/09 10:18,25.2097222,55.2477778,car insurace
1/28/09 20:44,Product1,1200,Visa,Whitney,Falmouth                    ,539,2/1/09 11:33,38.32389,-77.46861,home insurance
1/9/09 3:38,Product1,1200,Visa,Ravinder,Lurgan,540,2/1/09 11:53,54.4666667,-6.3333333,Cinema
1/19/09 8:52,Product1,1200,Visa,Pam,Richmond                    ,541,2/1/09 11:53,29.58194,-95.76056,Shopping Mall
1/15/09 7:26,Product1,1200,Mastercard,Celina,Den Haag,542,2/1/09 13:17,52.0833333,4.3,Restaurant
1/30/09 19:12,Product1,1200,Diners,Heather,Ooltewah                    ,543,2/1/09 13:51,35.075,-85.06222,Cinema
1/5/09 12:41,Product1,1200,Mastercard,Kathryn,Pacific Beach               ,544,2/1/09 14:28,32.79778,-117.23944,Sports
1/28/09 20:59,Product1,1200,Visa,Michele ,Austin                      ,545,2/1/09 15:00,30.26694,-97.74278,car insurace
1/10/09 21:36,Product1,1200,Visa,Craig,Seattle                     ,546,2/1/09 15:27,47.60639,-122.33083,home insurance
1/25/09 19:59,Product1,1200,Visa,Kim,Seattle                     ,547,2/1/09 16:04,47.60639,-122.33083,Cinema
1/7/09 8:03,Product1,1200,Amex,maria,Ottawa,548,2/1/09 18:52,45.4166667,-75.7,Shopping Mall
1/21/09 9:07,Product1,1200,Visa,Elaine,Vienna                      ,549,2/1/09 21:07,38.90111,-77.26556,Restaurant
1/23/09 14:43,Product1,1200,Visa,Madison,Torbay,550,2/1/09 21:31,-36.7,174.75,Cinema
1/5/09 13:07,Product1,1200,Visa,Amanda,Shenfield,551,2/1/09 22:27,51.6166667,0.3166667,Sports
1/6/09 3:39,Product1,1200,Visa,Krista,Bergen,552,2/2/09 0:08,60.3911111,5.3247222,car insurace
1/15/09 15:26,Product1,1200,Visa,Sarah,Bolton,553,2/2/09 0:53,53.5833333,-2.4333333,home insurance
1/23/09 4:47,Product1,1200,Mastercard,Sarah,Sandymount,554,2/2/09 2:12,53.335,-6.2113889,Cinema
1/12/09 10:05,Product2,3600,Amex,Pamela,Bellinzona,555,2/2/09 5:16,46.2,9.0166667,Shopping Mall
1/30/09 5:13,Product1,1200,Visa,Christine,Antwerpen,556,2/2/09 5:45,51.2166667,4.4166667,Restaurant
1/14/09 10:32,Product3,7500,Mastercard,Diana,Campinas,557,2/2/09 5:54,-22.9,-47.0833333,Cinema
1/12/09 8:13,Product1,1200,Amex,mary,Nacka,558,2/2/09 6:01,59.3,18.1666667,Sports
1/27/09 8:11,Product1,1200,Visa,Helena,Fremont                     ,559,2/2/09 6:08,37.54833,-121.9875,car insurace
1/30/09 17:33,Product1,1200,Visa,nina,Warwick,560,2/2/09 6:13,-28.2333333,152.0166667,home insurance
1/15/09 9:52,Product1,1200,Amex,Mark,Holmdel                     ,561,2/2/09 7:00,40.345,-74.18444,Cinema
1/13/09 11:54,Product1,1200,Visa,alice and rudolf,Baltimore                   ,562,2/2/09 8:01,39.2725,-76.53167,Shopping Mall
1/21/09 11:00,Product1,1200,Visa,Costanza,Saggart,563,2/2/09 8:29,53.2802778,-6.4444444,Restaurant
1/16/09 11:49,Product1,1200,Mastercard,Yoko,Andover                     ,564,2/2/09 8:53,42.65833,-71.1375,Cinema
1/1/09 9:35,Product1,1200,Mastercard,Barbara,La Crescenta                ,565,2/2/09 10:27,34.22417,-118.23917,Sports
1/13/09 5:58,Product1,1200,Mastercard,Kit,Suwanee                     ,566,2/2/09 13:13,34.05139,-84.07139,car insurace
1/6/09 16:08,Product2,3600,Visa,cristina,Seattle                     ,567,2/2/09 14:17,47.60639,-122.33083,home insurance
1/5/09 10:25,Product1,1200,Amex,linda,Arlington                   ,568,2/2/09 16:13,38.89028,-77.08444,Cinema
1/4/09 21:08,Product1,1200,Mastercard,Christyna,Calgary,569,2/2/09 18:50,51.0833333,-114.0833333,Shopping Mall
1/12/09 20:43,Product1,1200,Visa,Alicja ,Kenmore                     ,570,2/2/09 20:26,47.7575,-122.24278,Restaurant
